"","id","month","year","store","quantity","Profit","size","cheese","Dough","Topping"
"42",5,10,2020,2,2,140,"xlarge","Swiss"," white regular","pepper"
"43",5,10,2020,2,2,140,"xlarge","Swiss","whole wheat thin","tomatoes"
"44",5,10,2020,2,2,140,"xlarge","cheddar"," white regular","pepperoni"
"45",5,10,2020,2,2,140,"small","Swiss","whole wheat thin","tomatoes"
"46",5,10,2020,2,2,140,"personal","Mozzarella"," white regular","pepperoni"
"47",6,1,2020,2,1,70,"xlarge","Swiss","stuffed crust","tomatoes"
"48",6,1,2020,2,1,70,"xlarge","Swiss"," white regular","onions"
"49",6,8,2017,3,1,70,"xlarge","Swiss","stuffed crust","tomatoes"
"50",6,8,2017,3,1,70,"xlarge","Swiss"," white regular","onions"
"51",7,7,2018,5,1,99,"xlarge","Swiss","whole wheat thin","onions"
"52",8,5,2017,2,1,70,"xlarge","cheddar"," white regular","onions"
"53",8,5,2017,2,1,70,"medium large","cheddar","stuffed crust","pepper"
"54",8,5,2017,2,1,70,"personal","cheddar","whole wheat thin","onions"
"55",8,3,2018,2,2,160,"xlarge","cheddar"," white regular","onions"
"56",8,3,2018,2,2,160,"medium large","cheddar","stuffed crust","pepper"
"57",8,3,2018,2,2,160,"personal","cheddar","whole wheat thin","onions"
"58",8,7,2020,1,3,297,"xlarge","cheddar"," white regular","onions"
"59",8,7,2020,1,3,297,"medium large","cheddar","stuffed crust","pepper"
"60",8,7,2020,1,3,297,"personal","cheddar","whole wheat thin","onions"
"61",11,1,2017,5,2,160,"xlarge","cheddar"," white regular","onions"
"62",12,5,2018,4,1,99,"personal","Mozzarella","stuffed crust","pepper"
"63",15,3,2020,2,2,160,"xlarge","Swiss","stuffed crust","tomatoes"
"64",16,12,2020,3,3,210,"small","Mozzarella","stuffed crust","onions"
"65",18,2,2018,2,2,198,"xlarge","Mozzarella","stuffed crust","onions"
"66",18,2,2018,2,2,198,"small","Swiss"," white regular","onions"
"67",18,9,2018,3,2,198,"xlarge","Mozzarella","stuffed crust","onions"
"68",18,9,2018,3,2,198,"small","Swiss"," white regular","onions"
"69",19,11,2018,2,3,240,"xlarge","Mozzarella"," white regular","tomatoes"
"70",19,11,2018,2,3,240,"xlarge","cheddar"," white regular","tomatoes"
"71",19,4,2018,2,3,240,"xlarge","Mozzarella"," white regular","tomatoes"
"72",19,4,2018,2,3,240,"xlarge","cheddar"," white regular","tomatoes"
"73",20,9,2018,1,1,80,"medium large","cheddar"," white regular","pepperoni"
"74",21,1,2017,1,2,140,"xlarge","Mozzarella"," white regular","pepperoni"
"75",24,8,2018,5,3,210,"personal","Swiss"," white regular","pepperoni"
"76",25,7,2019,2,3,240,"xlarge","cheddar","whole wheat thin","onions"
"77",29,3,2017,1,3,240,"medium large","Swiss","whole wheat thin","tomatoes"
"78",29,3,2017,1,3,240,"xlarge","Swiss"," white regular","pepperoni"
"79",29,10,2020,1,1,80,"medium large","Swiss","whole wheat thin","tomatoes"
"80",29,10,2020,1,1,80,"xlarge","Swiss"," white regular","pepperoni"
"81",30,1,2019,4,2,198,"xlarge","cheddar","whole wheat thin","onions"
"82",32,4,2020,3,2,140,"xlarge","Mozzarella","stuffed crust","tomatoes"
"83",32,4,2020,3,2,140,"xlarge","Swiss"," white regular","onions"
"84",32,6,2018,1,3,297,"xlarge","Mozzarella","stuffed crust","tomatoes"
"85",32,6,2018,1,3,297,"xlarge","Swiss"," white regular","onions"
"86",34,8,2020,3,3,297,"small","cheddar","stuffed crust","pepper"
"87",35,9,2018,5,3,210,"medium large","Swiss"," white regular","pepper"
"88",36,1,2019,3,3,240,"xlarge","Mozzarella"," white regular","pepper"
"89",38,10,2018,4,3,240,"medium large","Mozzarella"," white regular","pepperoni"
"90",38,10,2018,4,3,240,"xlarge","Swiss","whole wheat thin","tomatoes"
"91",38,7,2018,4,2,198,"medium large","Mozzarella"," white regular","pepperoni"
"92",38,7,2018,4,2,198,"xlarge","Swiss","whole wheat thin","tomatoes"
"93",39,8,2017,3,1,70,"xlarge","cheddar","stuffed crust","pepperoni"
"94",41,7,2017,2,2,160,"xlarge","Mozzarella","stuffed crust","pepper"
"95",42,8,2020,1,1,80,"small","Mozzarella","whole wheat thin","tomatoes"
"96",42,8,2020,1,1,80,"personal","cheddar"," white regular","pepper"
"97",42,8,2020,1,1,80,"personal","cheddar"," white regular","pepperoni"
"98",42,8,2020,1,1,80,"xlarge","cheddar","whole wheat thin","pepper"
"99",42,4,2017,2,3,240,"small","Mozzarella","whole wheat thin","tomatoes"
"100",42,4,2017,2,3,240,"personal","cheddar"," white regular","pepper"
"101",42,4,2017,2,3,240,"personal","cheddar"," white regular","pepperoni"
"102",42,4,2017,2,3,240,"xlarge","cheddar","whole wheat thin","pepper"
"103",42,5,2020,4,3,240,"small","Mozzarella","whole wheat thin","tomatoes"
"104",42,5,2020,4,3,240,"personal","cheddar"," white regular","pepper"
"105",42,5,2020,4,3,240,"personal","cheddar"," white regular","pepperoni"
"106",42,5,2020,4,3,240,"xlarge","cheddar","whole wheat thin","pepper"
"107",42,1,2018,1,2,198,"small","Mozzarella","whole wheat thin","tomatoes"
"108",42,1,2018,1,2,198,"personal","cheddar"," white regular","pepper"
"109",42,1,2018,1,2,198,"personal","cheddar"," white regular","pepperoni"
"110",42,1,2018,1,2,198,"xlarge","cheddar","whole wheat thin","pepper"
"111",43,6,2017,5,1,70,"xlarge","cheddar","whole wheat thin","pepperoni"
"112",44,10,2020,3,2,160,"personal","Swiss","stuffed crust","onions"
"113",44,10,2020,3,2,160,"xlarge","Swiss","stuffed crust","onions"
"114",44,11,2018,1,3,240,"personal","Swiss","stuffed crust","onions"
"115",44,11,2018,1,3,240,"xlarge","Swiss","stuffed crust","onions"
"116",45,12,2018,1,3,210,"small","cheddar","stuffed crust","pepperoni"
"117",46,9,2019,2,1,80,"xlarge","cheddar"," white regular","onions"
"118",48,11,2019,2,2,198,"personal","cheddar"," white regular","pepper"
"119",51,12,2019,2,1,99,"medium large","Swiss"," white regular","pepper"
"120",51,12,2019,2,1,99,"xlarge","cheddar"," white regular","tomatoes"
"121",51,4,2020,5,1,99,"medium large","Swiss"," white regular","pepper"
"122",51,4,2020,5,1,99,"xlarge","cheddar"," white regular","tomatoes"
"123",52,3,2020,3,2,140,"small","cheddar","stuffed crust","pepper"
"124",53,8,2017,5,3,297,"xlarge","Swiss"," white regular","onions"
"125",54,11,2020,3,3,240,"xlarge","cheddar"," white regular","onions"
"126",55,12,2020,4,1,80,"xlarge","Mozzarella"," white regular","tomatoes"
"127",57,3,2019,4,2,198,"personal","Mozzarella"," white regular","pepperoni"
"128",57,3,2019,4,2,198,"medium large","Mozzarella","stuffed crust","pepper"
"129",57,4,2019,4,2,198,"personal","Mozzarella"," white regular","pepperoni"
"130",57,4,2019,4,2,198,"medium large","Mozzarella","stuffed crust","pepper"
"131",58,1,2017,2,1,99,"xlarge","cheddar"," white regular","pepper"
"132",60,2,2019,1,1,99,"personal","Swiss","stuffed crust","tomatoes"
"133",61,12,2017,3,1,70,"personal","Mozzarella"," white regular","tomatoes"
"134",63,6,2019,1,3,210,"personal","Swiss","whole wheat thin","onions"
"135",63,6,2019,1,3,210,"small","cheddar","whole wheat thin","tomatoes"
"136",63,6,2019,1,3,210,"xlarge","cheddar","stuffed crust","tomatoes"
"137",63,12,2017,2,3,240,"personal","Swiss","whole wheat thin","onions"
"138",63,12,2017,2,3,240,"small","cheddar","whole wheat thin","tomatoes"
"139",63,12,2017,2,3,240,"xlarge","cheddar","stuffed crust","tomatoes"
"140",63,12,2019,1,2,140,"personal","Swiss","whole wheat thin","onions"
"141",63,12,2019,1,2,140,"small","cheddar","whole wheat thin","tomatoes"
"142",63,12,2019,1,2,140,"xlarge","cheddar","stuffed crust","tomatoes"
"143",64,1,2020,2,3,210,"personal","cheddar"," white regular","pepperoni"
"144",64,1,2020,2,3,210,"xlarge","Mozzarella","stuffed crust","pepper"
"145",64,1,2017,4,1,70,"personal","cheddar"," white regular","pepperoni"
"146",64,1,2017,4,1,70,"xlarge","Mozzarella","stuffed crust","pepper"
"147",65,5,2020,3,1,99,"personal","Mozzarella"," white regular","onions"
"148",66,4,2020,2,3,297,"xlarge","Mozzarella","stuffed crust","pepper"
"149",67,9,2019,1,1,80,"xlarge","Swiss","whole wheat thin","onions"
"150",70,3,2017,3,2,160,"medium large","Swiss"," white regular","tomatoes"
"151",71,4,2018,1,1,99,"small","Swiss"," white regular","pepperoni"
"152",71,4,2018,1,1,99,"small","Swiss","whole wheat thin","pepper"
"153",71,8,2018,1,2,140,"small","Swiss"," white regular","pepperoni"
"154",71,8,2018,1,2,140,"small","Swiss","whole wheat thin","pepper"
"155",72,7,2020,1,1,99,"personal","cheddar","stuffed crust","tomatoes"
"156",72,7,2020,1,1,99,"medium large","cheddar","stuffed crust","tomatoes"
"157",72,7,2019,2,3,240,"personal","cheddar","stuffed crust","tomatoes"
"158",72,7,2019,2,3,240,"medium large","cheddar","stuffed crust","tomatoes"
"159",73,11,2017,4,1,99,"personal","Mozzarella"," white regular","pepperoni"
"160",73,11,2017,4,1,99,"personal","Swiss"," white regular","pepper"
"161",73,11,2017,4,1,99,"small","Swiss"," white regular","pepper"
"162",73,11,2017,2,1,70,"personal","Mozzarella"," white regular","pepperoni"
"163",73,11,2017,2,1,70,"personal","Swiss"," white regular","pepper"
"164",73,11,2017,2,1,70,"small","Swiss"," white regular","pepper"
"165",73,9,2018,2,2,140,"personal","Mozzarella"," white regular","pepperoni"
"166",73,9,2018,2,2,140,"personal","Swiss"," white regular","pepper"
"167",73,9,2018,2,2,140,"small","Swiss"," white regular","pepper"
"168",74,11,2019,1,3,210,"xlarge","Swiss","stuffed crust","pepper"
"169",75,7,2020,5,1,70,"medium large","Swiss"," white regular","onions"
"170",79,2,2019,1,1,99,"xlarge","cheddar","stuffed crust","tomatoes"
"171",80,7,2018,3,2,198,"xlarge","cheddar","stuffed crust","onions"
"172",80,7,2018,3,2,198,"xlarge","Swiss","whole wheat thin","pepper"
"173",80,10,2017,2,3,297,"xlarge","cheddar","stuffed crust","onions"
"174",80,10,2017,2,3,297,"xlarge","Swiss","whole wheat thin","pepper"
"175",81,12,2017,2,1,80,"personal","Swiss"," white regular","tomatoes"
"176",83,10,2018,3,1,70,"xlarge","Swiss","stuffed crust","tomatoes"
"177",83,10,2018,3,1,70,"xlarge","Mozzarella","stuffed crust","pepper"
"178",83,4,2017,5,1,99,"xlarge","Swiss","stuffed crust","tomatoes"
"179",83,4,2017,5,1,99,"xlarge","Mozzarella","stuffed crust","pepper"
"180",85,2,2020,1,3,210,"xlarge","cheddar"," white regular","onions"
"181",85,2,2020,1,3,210,"xlarge","Swiss","whole wheat thin","onions"
"182",85,4,2019,1,1,70,"xlarge","cheddar"," white regular","onions"
"183",85,4,2019,1,1,70,"xlarge","Swiss","whole wheat thin","onions"
"184",89,10,2019,4,3,240,"personal","Mozzarella"," white regular","pepper"
"185",89,10,2019,4,3,240,"xlarge","Swiss"," white regular","tomatoes"
"186",89,10,2019,4,3,240,"medium large","cheddar","stuffed crust","pepper"
"187",89,1,2019,5,2,198,"personal","Mozzarella"," white regular","pepper"
"188",89,1,2019,5,2,198,"xlarge","Swiss"," white regular","tomatoes"
"189",89,1,2019,5,2,198,"medium large","cheddar","stuffed crust","pepper"
"190",89,9,2017,2,1,80,"personal","Mozzarella"," white regular","pepper"
"191",89,9,2017,2,1,80,"xlarge","Swiss"," white regular","tomatoes"
"192",89,9,2017,2,1,80,"medium large","cheddar","stuffed crust","pepper"
"193",90,6,2019,1,2,140,"xlarge","cheddar","stuffed crust","tomatoes"
"194",90,6,2019,1,2,140,"xlarge","cheddar"," white regular","onions"
"195",90,5,2019,3,3,210,"xlarge","cheddar","stuffed crust","tomatoes"
"196",90,5,2019,3,3,210,"xlarge","cheddar"," white regular","onions"
"197",91,10,2020,3,1,70,"medium large","Swiss","stuffed crust","onions"
"198",93,5,2020,4,3,210,"medium large","Swiss","whole wheat thin","onions"
"199",93,5,2020,4,3,210,"xlarge","cheddar"," white regular","onions"
"200",93,5,2020,4,3,210,"xlarge","cheddar","whole wheat thin","tomatoes"
"201",93,5,2020,4,3,210,"small","Swiss","stuffed crust","onions"
"202",93,9,2020,3,1,70,"medium large","Swiss","whole wheat thin","onions"
"203",93,9,2020,3,1,70,"xlarge","cheddar"," white regular","onions"
"204",93,9,2020,3,1,70,"xlarge","cheddar","whole wheat thin","tomatoes"
"205",93,9,2020,3,1,70,"small","Swiss","stuffed crust","onions"
"206",93,9,2020,2,3,297,"medium large","Swiss","whole wheat thin","onions"
"207",93,9,2020,2,3,297,"xlarge","cheddar"," white regular","onions"
"208",93,9,2020,2,3,297,"xlarge","cheddar","whole wheat thin","tomatoes"
"209",93,9,2020,2,3,297,"small","Swiss","stuffed crust","onions"
"210",93,10,2017,2,3,297,"medium large","Swiss","whole wheat thin","onions"
"211",93,10,2017,2,3,297,"xlarge","cheddar"," white regular","onions"
"212",93,10,2017,2,3,297,"xlarge","cheddar","whole wheat thin","tomatoes"
"213",93,10,2017,2,3,297,"small","Swiss","stuffed crust","onions"
"214",94,3,2019,1,3,210,"xlarge","cheddar"," white regular","onions"
"215",94,3,2019,1,3,210,"personal","cheddar","stuffed crust","tomatoes"
"216",94,9,2019,2,1,70,"xlarge","cheddar"," white regular","onions"
"217",94,9,2019,2,1,70,"personal","cheddar","stuffed crust","tomatoes"
"218",95,9,2018,3,1,80,"medium large","Mozzarella"," white regular","pepperoni"
"219",95,9,2018,3,1,80,"xlarge","cheddar","stuffed crust","tomatoes"
"220",95,12,2018,5,3,297,"medium large","Mozzarella"," white regular","pepperoni"
"221",95,12,2018,5,3,297,"xlarge","cheddar","stuffed crust","tomatoes"
"222",96,9,2019,3,2,160,"xlarge","cheddar","stuffed crust","onions"
"223",97,10,2018,3,2,140,"xlarge","cheddar"," white regular","tomatoes"
"224",98,9,2017,4,1,99,"medium large","Swiss","whole wheat thin","tomatoes"
"225",98,9,2017,4,1,99,"xlarge","cheddar","whole wheat thin","pepper"
"226",98,4,2019,4,2,198,"medium large","Swiss","whole wheat thin","tomatoes"
"227",98,4,2019,4,2,198,"xlarge","cheddar","whole wheat thin","pepper"
"228",99,2,2020,4,2,140,"medium large","Mozzarella"," white regular","tomatoes"
"229",102,1,2017,5,2,198,"xlarge","Mozzarella"," white regular","tomatoes"
"230",102,1,2017,5,2,198,"personal","Swiss"," white regular","onions"
"231",102,7,2018,2,3,210,"xlarge","Mozzarella"," white regular","tomatoes"
"232",102,7,2018,2,3,210,"personal","Swiss"," white regular","onions"
"233",105,11,2020,5,1,80,"xlarge","Mozzarella","whole wheat thin","tomatoes"
"234",107,6,2019,2,2,140,"xlarge","Swiss","stuffed crust","pepperoni"
"235",108,7,2019,4,3,297,"small","cheddar"," white regular","pepperoni"
"236",108,7,2019,4,3,297,"xlarge","cheddar"," white regular","tomatoes"
"237",108,8,2017,5,2,198,"small","cheddar"," white regular","pepperoni"
"238",108,8,2017,5,2,198,"xlarge","cheddar"," white regular","tomatoes"
"239",109,6,2019,1,3,297,"medium large","Mozzarella","stuffed crust","pepperoni"
"240",111,3,2017,2,3,297,"small","Swiss"," white regular","tomatoes"
"241",111,3,2017,2,3,297,"medium large","cheddar","stuffed crust","onions"
"242",111,3,2017,2,3,297,"xlarge","Swiss","stuffed crust","onions"
"243",111,9,2017,5,3,297,"small","Swiss"," white regular","tomatoes"
"244",111,9,2017,5,3,297,"medium large","cheddar","stuffed crust","onions"
"245",111,9,2017,5,3,297,"xlarge","Swiss","stuffed crust","onions"
"246",111,8,2020,2,1,70,"small","Swiss"," white regular","tomatoes"
"247",111,8,2020,2,1,70,"medium large","cheddar","stuffed crust","onions"
"248",111,8,2020,2,1,70,"xlarge","Swiss","stuffed crust","onions"
"249",112,7,2019,3,3,210,"personal","cheddar","whole wheat thin","onions"
"250",113,11,2020,2,2,160,"personal","cheddar","stuffed crust","onions"
"251",113,11,2020,2,2,160,"small","cheddar"," white regular","pepper"
"252",113,1,2020,2,3,210,"personal","cheddar","stuffed crust","onions"
"253",113,1,2020,2,3,210,"small","cheddar"," white regular","pepper"
"254",114,7,2017,3,1,99,"medium large","Swiss","stuffed crust","onions"
"255",114,7,2017,3,1,99,"xlarge","Mozzarella","stuffed crust","tomatoes"
"256",114,11,2018,2,2,160,"medium large","Swiss","stuffed crust","onions"
"257",114,11,2018,2,2,160,"xlarge","Mozzarella","stuffed crust","tomatoes"
"258",116,4,2020,2,2,140,"xlarge","Mozzarella"," white regular","pepper"
"259",117,1,2020,5,1,70,"xlarge","cheddar"," white regular","pepperoni"
"260",117,1,2020,5,1,70,"medium large","Mozzarella","stuffed crust","onions"
"261",117,12,2017,2,3,210,"xlarge","cheddar"," white regular","pepperoni"
"262",117,12,2017,2,3,210,"medium large","Mozzarella","stuffed crust","onions"
"263",118,1,2017,5,2,198,"xlarge","Swiss"," white regular","pepper"
"264",118,1,2017,5,2,198,"personal","cheddar"," white regular","pepper"
"265",118,1,2017,5,2,198,"medium large","Mozzarella","stuffed crust","pepper"
"266",118,4,2017,4,1,80,"xlarge","Swiss"," white regular","pepper"
"267",118,4,2017,4,1,80,"personal","cheddar"," white regular","pepper"
"268",118,4,2017,4,1,80,"medium large","Mozzarella","stuffed crust","pepper"
"269",118,10,2020,1,3,297,"xlarge","Swiss"," white regular","pepper"
"270",118,10,2020,1,3,297,"personal","cheddar"," white regular","pepper"
"271",118,10,2020,1,3,297,"medium large","Mozzarella","stuffed crust","pepper"
"272",119,1,2018,1,2,198,"xlarge","Mozzarella","whole wheat thin","pepper"
"273",119,1,2018,1,2,198,"medium large","cheddar","whole wheat thin","pepper"
"274",119,9,2019,2,3,297,"xlarge","Mozzarella","whole wheat thin","pepper"
"275",119,9,2019,2,3,297,"medium large","cheddar","whole wheat thin","pepper"
"276",120,3,2017,2,2,160,"medium large","Swiss"," white regular","pepperoni"
"277",120,3,2017,2,2,160,"xlarge","Swiss","stuffed crust","onions"
"278",120,9,2017,5,3,210,"medium large","Swiss"," white regular","pepperoni"
"279",120,9,2017,5,3,210,"xlarge","Swiss","stuffed crust","onions"
"280",122,6,2020,1,2,160,"medium large","Mozzarella"," white regular","onions"
"281",122,6,2020,1,2,160,"medium large","Mozzarella","whole wheat thin","tomatoes"
"282",122,6,2020,1,2,160,"xlarge","cheddar","whole wheat thin","onions"
"283",122,1,2019,2,3,240,"medium large","Mozzarella"," white regular","onions"
"284",122,1,2019,2,3,240,"medium large","Mozzarella","whole wheat thin","tomatoes"
"285",122,1,2019,2,3,240,"xlarge","cheddar","whole wheat thin","onions"
"286",122,5,2017,4,2,140,"medium large","Mozzarella"," white regular","onions"
"287",122,5,2017,4,2,140,"medium large","Mozzarella","whole wheat thin","tomatoes"
"288",122,5,2017,4,2,140,"xlarge","cheddar","whole wheat thin","onions"
"289",124,11,2017,2,1,70,"xlarge","cheddar"," white regular","pepperoni"
"290",124,11,2017,2,1,70,"medium large","cheddar"," white regular","tomatoes"
"291",124,11,2017,2,1,70,"small","Swiss","whole wheat thin","onions"
"292",124,8,2018,1,3,240,"xlarge","cheddar"," white regular","pepperoni"
"293",124,8,2018,1,3,240,"medium large","cheddar"," white regular","tomatoes"
"294",124,8,2018,1,3,240,"small","Swiss","whole wheat thin","onions"
"295",124,8,2018,2,2,140,"xlarge","cheddar"," white regular","pepperoni"
"296",124,8,2018,2,2,140,"medium large","cheddar"," white regular","tomatoes"
"297",124,8,2018,2,2,140,"small","Swiss","whole wheat thin","onions"
"298",126,4,2018,5,3,210,"small","Mozzarella","stuffed crust","onions"
"299",127,9,2020,5,1,70,"xlarge","cheddar","whole wheat thin","pepper"
"300",130,6,2018,2,2,198,"xlarge","cheddar"," white regular","pepper"
"301",131,7,2017,2,2,198,"personal","cheddar","stuffed crust","pepperoni"
"302",134,4,2019,4,3,210,"medium large","cheddar","whole wheat thin","pepperoni"
"303",135,5,2018,2,1,99,"xlarge","Mozzarella","stuffed crust","onions"
"304",136,12,2017,3,1,99,"xlarge","cheddar"," white regular","pepperoni"
"305",136,12,2017,3,1,99,"medium large","cheddar","stuffed crust","tomatoes"
"306",136,12,2017,3,1,99,"personal","cheddar"," white regular","pepperoni"
"307",136,11,2020,4,2,140,"xlarge","cheddar"," white regular","pepperoni"
"308",136,11,2020,4,2,140,"medium large","cheddar","stuffed crust","tomatoes"
"309",136,11,2020,4,2,140,"personal","cheddar"," white regular","pepperoni"
"310",136,8,2018,5,1,99,"xlarge","cheddar"," white regular","pepperoni"
"311",136,8,2018,5,1,99,"medium large","cheddar","stuffed crust","tomatoes"
"312",136,8,2018,5,1,99,"personal","cheddar"," white regular","pepperoni"
"313",141,1,2020,2,1,80,"small","Mozzarella","stuffed crust","pepper"
"314",142,11,2018,1,2,198,"personal","Mozzarella"," white regular","onions"
"315",142,11,2018,1,2,198,"xlarge","Swiss","stuffed crust","pepperoni"
"316",142,11,2018,1,2,198,"xlarge","cheddar","stuffed crust","pepper"
"317",142,12,2020,4,2,160,"personal","Mozzarella"," white regular","onions"
"318",142,12,2020,4,2,160,"xlarge","Swiss","stuffed crust","pepperoni"
"319",142,12,2020,4,2,160,"xlarge","cheddar","stuffed crust","pepper"
"320",142,4,2018,1,1,70,"personal","Mozzarella"," white regular","onions"
"321",142,4,2018,1,1,70,"xlarge","Swiss","stuffed crust","pepperoni"
"322",142,4,2018,1,1,70,"xlarge","cheddar","stuffed crust","pepper"
"323",143,1,2020,3,2,160,"personal","Mozzarella","stuffed crust","pepperoni"
"324",144,2,2018,4,3,297,"small","Swiss","whole wheat thin","pepperoni"
"325",145,9,2017,5,2,140,"xlarge","Swiss","whole wheat thin","pepperoni"
"326",146,9,2018,5,1,70,"small","Mozzarella","stuffed crust","pepperoni"
"327",146,9,2018,5,1,70,"xlarge","cheddar","whole wheat thin","pepper"
"328",146,9,2018,5,1,70,"small","Swiss"," white regular","pepperoni"
"329",146,5,2019,1,1,80,"small","Mozzarella","stuffed crust","pepperoni"
"330",146,5,2019,1,1,80,"xlarge","cheddar","whole wheat thin","pepper"
"331",146,5,2019,1,1,80,"small","Swiss"," white regular","pepperoni"
"332",146,9,2017,3,3,240,"small","Mozzarella","stuffed crust","pepperoni"
"333",146,9,2017,3,3,240,"xlarge","cheddar","whole wheat thin","pepper"
"334",146,9,2017,3,3,240,"small","Swiss"," white regular","pepperoni"
"335",148,9,2019,1,1,70,"personal","Mozzarella"," white regular","pepper"
"336",149,2,2019,3,3,210,"medium large","Mozzarella"," white regular","onions"
"337",149,2,2019,3,3,210,"personal","cheddar","whole wheat thin","onions"
"338",149,2,2019,3,3,210,"medium large","Swiss","stuffed crust","pepper"
"339",149,10,2017,4,1,70,"medium large","Mozzarella"," white regular","onions"
"340",149,10,2017,4,1,70,"personal","cheddar","whole wheat thin","onions"
"341",149,10,2017,4,1,70,"medium large","Swiss","stuffed crust","pepper"
"342",149,2,2020,1,2,140,"medium large","Mozzarella"," white regular","onions"
"343",149,2,2020,1,2,140,"personal","cheddar","whole wheat thin","onions"
"344",149,2,2020,1,2,140,"medium large","Swiss","stuffed crust","pepper"
"345",150,6,2020,1,2,140,"personal","Mozzarella","stuffed crust","onions"
"346",150,6,2020,1,2,140,"personal","Swiss","whole wheat thin","onions"
"347",150,11,2017,3,3,297,"personal","Mozzarella","stuffed crust","onions"
"348",150,11,2017,3,3,297,"personal","Swiss","whole wheat thin","onions"
"349",151,2,2018,1,3,297,"personal","cheddar"," white regular","pepperoni"
"350",152,12,2018,4,3,210,"xlarge","Swiss","stuffed crust","tomatoes"
"351",152,12,2018,4,3,210,"medium large","Mozzarella","stuffed crust","onions"
"352",152,2,2019,5,2,198,"xlarge","Swiss","stuffed crust","tomatoes"
"353",152,2,2019,5,2,198,"medium large","Mozzarella","stuffed crust","onions"
"354",154,2,2020,2,3,240,"small","cheddar","stuffed crust","pepper"
"355",154,2,2020,2,3,240,"personal","Swiss","stuffed crust","pepper"
"356",154,11,2017,1,3,210,"small","cheddar","stuffed crust","pepper"
"357",154,11,2017,1,3,210,"personal","Swiss","stuffed crust","pepper"
"358",155,10,2017,2,1,99,"xlarge","cheddar","stuffed crust","onions"
"359",156,5,2019,2,3,297,"xlarge","Mozzarella"," white regular","pepper"
"360",157,10,2017,4,1,70,"xlarge","Swiss","stuffed crust","onions"
"361",157,10,2017,4,1,70,"medium large","Swiss"," white regular","pepper"
"362",157,10,2017,4,1,70,"personal","Swiss"," white regular","pepperoni"
